"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"2017M04","Romanian leu","National currency","Value at the end of the period","4.5348",""
"2017M04","Swedish krona","National currency","Average","9.5941",""
"2017M04","Swedish krona","National currency","Value at the end of the period","9.6318",""
"2017M04","Pound sterling","National currency","Average","0.84824",""
"2017M04","Pound sterling","National currency","Value at the end of the period","0.84473",""
"2017M04","Swiss franc","National currency","Average","1.0727",""
"2017M04","Swiss franc","National currency","Value at the end of the period","1.0831",""
"2017M04","Icelandic krona","National currency","Average","118.41",""
"2017M04","Icelandic krona","National currency","Value at the end of the period","116.05",""
"2017M04","Norwegian krone","National currency","Average","9.1993",""
"2017M04","Norwegian krone","National currency","Value at the end of the period","9.3243",""
"2017M04","Albanian lek","National currency","Average","135.42",""
"2017M04","Albanian lek","National currency","Value at the end of the period","135.03",""
"2017M04","Denar (of North Macedonia)","National currency","Average","61.5847",""
"2017M04","Denar (of North Macedonia)","National currency","Value at the end of the period","61.6045",""
"2017M04","Serbian dinar","National currency","Average","123.6581",""
"2017M04","Serbian dinar","National currency","Value at the end of the period","123.1711",""
"2017M04","Turkish lira","National currency","Average","3.9150",""
"2017M04","Turkish lira","National currency","Value at the end of the period","3.8756",""
"2017M04","Argentine peso","National currency","Average","16.4661",""
"2017M04","Argentine peso","National currency","Value at the end of the period","16.8377",""
"2017M04","Australian dollar","National currency","Average","1.4241",""
"2017M04","Australian dollar","National currency","Value at the end of the period","1.4629",""
"2017M04","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2017M04","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2017M04","Brazilian real","National currency","Average","3.3620",""
"2017M04","Brazilian real","National currency","Value at the end of the period","3.4718",""
"2017M04","Canadian dollar","National currency","Average","1.4408",""
"2017M04","Canadian dollar","National currency","Value at the end of the period","1.4914",""
"2017M04","Chinese renminbi-yuan","National currency","Average","7.3892",""
"2017M04","Chinese renminbi-yuan","National currency","Value at the end of the period","7.5367",""
"2017M04","Hong Kong dollar","National currency","Average","8.3364",""
"2017M04","Hong Kong dollar","National currency","Value at the end of the period","8.5004",""
"2017M04","Indonesian rupiah","National currency","Average","14,265.96",""
"2017M04","Indonesian rupiah","National currency","Value at the end of the period","14,568.60",""
"2017M04","Israeli shekel","National currency","Average","3.9153",""
"2017M04","Israeli shekel","National currency","Value at the end of the period","3.9588",""
"2017M04","Indian rupee","National currency","Average","69.2016",""
"2017M04","Indian rupee","National currency","Value at the end of the period","70.2615",""
"2017M04","Japanese yen","National currency","Average","118.29",""
"2017M04","Japanese yen","National currency","Value at the end of the period","121.76",""
"2017M04","South Korean won","National currency","Average","1,215.64",""
"2017M04","South Korean won","National currency","Value at the end of the period","1,243.69",""
"2017M04","Mexican peso","National currency","Average","20.1297",""
"2017M04","Mexican peso","National currency","Value at the end of the period","20.7500",""
"2017M04","Malaysian ringgit","National currency","Average","4.7224",""
"2017M04","Malaysian ringgit","National currency","Value at the end of the period","4.7447",""
"2017M04","New Zealand dollar","National currency","Average","1.5389",""
"2017M04","New Zealand dollar","National currency","Value at the end of the period","1.5897",""
"2017M04","Philippine peso","National currency","Average","53.441",""
"2017M04","Philippine peso","National currency","Value at the end of the period","54.763",""
"2017M04","Russian rouble","National currency","Average","60.5721",""
"2017M04","Russian rouble","National currency","Value at the end of the period","62.1061",""
"2017M04","Singapore dollar","National currency","Average","1.4996",""
"2017M04","Singapore dollar","National currency","Value at the end of the period","1.5258",""
"2017M04","Thai baht","National currency","Average","36.9665",""
"2017M04","Thai baht","National currency","Value at the end of the period","37.7850",""
"2017M04","New Taiwan dollar","National currency","Average","32.5700",""
"2017M04","New Taiwan dollar","National currency","Value at the end of the period","33.0110",""
"2017M04","US dollar","National currency","Average","1.0723",""
"2017M04","US dollar","National currency","Value at the end of the period","1.0930",""
"2017M04","South African rand","National currency","Average","14.4384",""
"2017M04","South African rand","National currency","Value at the end of the period","14.4899",""
"2017M05","Bulgarian lev","National currency","Average","1.9558",""
"2017M05","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2017M05","Czech koruna","National currency","Average","26.572",""
"2017M05","Czech koruna","National currency","Value at the end of the period","26.422",""
"2017M05","Danish krone","National currency","Average","7.4400",""
"2017M05","Danish krone","National currency","Value at the end of the period","7.4398",""
"2017M05","Croatian kuna","National currency","Average","7.43170",""
"2017M05","Croatian kuna","National currency","Value at the end of the period","7.41350",""
"2017M05","Hungarian forint","National currency","Average","309.77",""
"2017M05","Hungarian forint","National currency","Value at the end of the period","307.20",""
"2017M05","Polish zloty","National currency","Average","4.1998",""
"2017M05","Polish zloty","National currency","Value at the end of the period","4.1712",""
"2017M05","Romanian leu","National currency","Average","4.5539",""
"2017M05","Romanian leu","National currency","Value at the end of the period","4.5655",""
"2017M05","Swedish krona","National currency","Average","9.7097",""
"2017M05","Swedish krona","National currency","Value at the end of the period","9.7558",""
"2017M05","Pound sterling","National currency","Average","0.85554",""
"2017M05","Pound sterling","National currency","Value at the end of the period","0.87365",""
"2017M05","Swiss franc","National currency","Average","1.0904",""
"2017M05","Swiss franc","National currency","Value at the end of the period","1.0896",""
"2017M05","Icelandic krona","National currency","Average","113.74",""
"2017M05","Icelandic krona","National currency","Value at the end of the period","111.32",""
"2017M05","Norwegian krone","National currency","Average","9.4001",""
"2017M05","Norwegian krone","National currency","Value at the end of the period","9.4388",""
"2017M05","Albanian lek","National currency","Average","134.58",""
"2017M05","Albanian lek","National currency","Value at the end of the period","134.19",""
"2017M05","Denar (of North Macedonia)","National currency","Average","61.6609",""
"2017M05","Denar (of North Macedonia)","National currency","Value at the end of the period","61.6950",""
"2017M05","Serbian dinar","National currency","Average","123.0471",""
"2017M05","Serbian dinar","National currency","Value at the end of the period","122.6617",""
"2017M05","Turkish lira","National currency","Average","3.9463",""
"2017M05","Turkish lira","National currency","Value at the end of the period","3.9684",""
"2017M05","Argentine peso","National currency","Average","17.3615",""
"2017M05","Argentine peso","National currency","Value at the end of the period","18.1163",""
"2017M05","Australian dollar","National currency","Average","1.4878",""
